                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2163,                 36.726,                 2.0577,                  4e-05,                0.02695,                  2e-05,                  1e-05,                 3.6865,                 23.814,                 2.8741,             0.00021816,             0.00021816,             0.00021816
